Team Names,Series Number,Filename,Name,Description,Gender,Attributes,UUID,SHA-256
,246,ukwu-nengi,ukwu nengi,Well endowed woman who will always make heads turn.,Female,"hair: dark brown; eyes: black and grey; teeth: none; clothing: orange, blue, yellow and black ankara; accessories: none; expression: straight faced; strength: smart; weakness: cunny",32a9fc99-8b86-407d-9d66-2c9aaa8200e8,7f3263c78b7c1913451f638f3d90102a2db8bdc6652abf082e36179432f31e8d
,247,nonso-malay,nonso malay,Nonso Malay is an enterprising man who made his fortune after he travelled abroad.,Male,hair: orange; eyes: squint; teeth: none and moustache; clothing: agbada; accessories: none; expression: mischevious smile; strength: action person; weakness: doesn't trust anyone,573f741e-7dfd-4145-a532-2cbf0194c5bd,9ee5c6605740f040a8688e7ba067a85a16bb4eac02f4a65c8c2e237ca4804ed4
,248,saro-texaco,saro texaco,An oil tycoon who dominates.,Male,hair: none; eyes: black; teeth: white; clothing: agbada; accessories: cap; expression: smiling; strength: negotiations; weakness: stingy,ba8a51d0-24d6-43fe-bf56-12eb50f6fc4a,b8e09610906ecf4b0d816e214b1f16abe15b104e34c9b5c197134567e455f716
,249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence.,Male,hair: none; eyes: black; teeth: rabbit front teeth; clothing: brown polo and blue pinafore; accessories: cap; expression: angry; strength: physically fit; weakness: short-tempered,70875603-9e90-467f-9d44-af15f71b70e9,421af6e936cc4087df87dd26c017cdb8a847132b06b6645512ffd2fd83fba29f
,250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life.,Male,hair: none; eyes: black; teeth: missing two front teeth; clothing: green polo and blue pinafore; accessories: chewing stick and bandana; expression: hopeful; strength: optimistic; weakness: over promises a lot,afaa2a41-1bc0-47bf-acef-d9638d6c5369,232e86b0a3e4a1d4bd793ab04c2634aa8cf47da6acf60e7defae300def21a113
,251,osaz-benz,osaz benz,Osaz benz is an Edo born car dealer who buys only Mercedes Benz cars for his clients.,Male,hair: red; eyes: black; teeth: gold tooth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: technology savy; weakness:reckless,a11e8485-d8dd-4970-b0d3-cde7ab9f53e3,eab29181c7bcec25c705e2f39fa96260de168d0c7f7cc74ee510a60c9b3e2124
,252,kareem-kasanova,kareem kasanova,Abuja big boy; he has sweet mouth for wooing ladies.,Male,hair: none; eyes: black; teeth: none; clothing: agbada; accessories: bubble gum and cap; expression: charming; strength: chivalry; weakness: unfaithful,9b765dd9-5d2f-4050-9583-4200e4b2d5d4,bfe0d066c45dc7f0d79cffd8bd6a0190ee3417d31b6d1125bc818e5f32f5cc5d
,253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo.,Male,hair: none; eyes: cyan and left side eyed; teeth: none; clothing: chieftancy; accessories: candy bar; expression: joyful; strength: wealthy; weakness: loves women a lot,6ae4ca87-8d71-48e5-8098-fc5241a0ba36,b174a7937c0da7ea8e03948f9966c03e15ab3b338a96cbfb573dba8d1ca64b08
,254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china.,Male,hair: none; eyes: cyan; teeth: none; clothing: wrapper; accessories: none; expression:smirking; strength:business acumen; weakness:brags a lot,76a09cf1-b5fd-4bc0-bf61-0c0b9024b264,eca9572870558687f88b8a93673212da404934cb576a1ccd10fb14fb0bc10332
,255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan.,Male,hair: none; eyes: black; teeth: missing two teeth; clothing: ankara native top; accessories: chewing stick; expression: lighthearted; strength: wisdom; weakness: talks too much,8b8d34d0-3d41-4170-aa3f-755beae83b00,13cab96e33aa45f9087164ab9838afb4bd96e8a7dfc2adeb84a6baf95688b584
,256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state.,Male,hair: none; eyes: squint; teeth: gold tooth; clothing: agbada; accessories: cap; expression: grinning; strength: persuasive speaker; weakness: manipulative,048f1180-33be-4a58-881e-22e7f0f96455,605ccdb589fded7cc302af3e9ab12d22ac4d38b6121c921475f1b2ff1c0c34ce
,257,koffi-banku,koffi banku,He loves food so much and doesnt joke with his meal time.,Male,hair: orange afro hairstyle; eyes: azure and bold; teeth: missing two front teeth; clothing: wearing ankara print with white inner; accessories: none; expression: anticipating; strength: cooks well; weakness: always hungry for food,9699105f-607a-4c0b-81c0-373c6d35f4fe,22f47ed5b9f9421ab5226829153283a29b072e9090819e2184a947b62238222e
,258,alhaji-bello,alhaji bello,Rich Hausa business mongul controlling half of cow production in Nigeria.,Male,hair: none; eyes: squinting; teeth: missing a front tooth; clothing: ankara agbada; accessories: cap; expression: smiling; strength: wealthy; weakness: dishonest,1f0839dd-b4c9-4adb-9328-a2b4ceff999b,188fe520470d2727b63bf6154bece4685e22f536406d5ef814c873e5e48dec4d
,259,toju-mafejopami,toju mafejopami,Toju is a street hustler does not like stress.,Male,hair: none; eyes: closed; teeth: white with one gold tooth; clothing: yellow shirt with a blue jean pinafore; accessories: cap; expression: sleeping; strength: street smart; weakness: nonchalance,3c733806-3fd3-4c49-afd1-97f6a0802485,4a7b05a75214feffb494a138e5dc2582674ad9d2a9d51a76a20b77c47ee5d501
,260,femi-maserati,femi maserati,Rich kid who resides in lekki; known by everybody because he drives a maserati.,Male,hair: none; eyes: black and side eyed; teeth: white; clothing: green polo and blue pinafore; accessories: bandana; expression: confident; strength: relatable and easily makes friends; weakness: shouts a lot,dc5bb7ae-6280-4038-a0cc-6f7ba98bc5cf,49e284b63de9b73bfa003499995eb4d60310198f2011b8f92bcb8d230637f00c
TEAM POWERDRILL,261,paul-the-comedian,paul the comedian,Paul is a funny man; he always makes great jokes at parties.,Male,hair:black; eyes: glasses; teeth: none; clothing: black and yellow v neck; expression: cool; strength: trustworthiness; weakness: slow,f8112915-64ca-41e5-9ca4-5b60c47d7a01,ba23c6e0a26bf50b715ada6c0f0ffdb81a84ddb2713d66c3e845cb02dabf6c81
,262,amina-lagos-housewife,amina lagos housewife,Amina is always showing the rich housewife vibes.,Female,hair:red; eyes: blue; teeth: none; clothing: blue and yellow ankara; expression: straight face; strength: fashionista; weakness: exorbitant,5612f542-d85e-4a2c-8661-20553dfd07bf,060d49622014af64dff264687d86153eda1990451777cfc48cc7a444119bfb50
,263,kiekie-the-asoebibella,kiekie the asoebibella,Kiekie is classfied as the life of the party.,Female,hair:purple; eyes: grey; teeth: none; clothing: blue and yellow ankara; expression: smile; strength: helpful ,097014d5-0ef3-46f5-9a9b-5c01f70114b3,e334fd431df1c8d129e9cba13f4d41f01962aaa2ef89a604dab9de64070cb983
,264,kunle-the-hunter,kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye.,Male,hair:black; eyes: blue; teeth: none; clothing: one handed yellow ankara; expression: smile; strength: fast; weakness: cannot speak english,b0310fc2-4bed-48e5-abfc-566c964786d7,5840a2cdb4170b90189baca5520aba0acc2ba66442ba4c2886d6573d6a017788
,265,amara-the-hairstylist,amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,hair:purple; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: multitasker; weakness: unfriendly,412345b9-7e04-4102-af7c-5458721ac64d,1c59a590d90755d532b6d71f3b78415efb0c87b90f01fe31caabce5cb9d48517
,266,mary-nail-technician,mary nail technician,Mary makes magic with her press-on nails.,Female,hair:red; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: hustler; weakness: uncoordinated,17ea9c3b-c90f-4023-84d6-d563c098b030,60de05f3226b1e3f623b881beb423047a6e8522610de5014c624a8e5ad333927
,267,odogwu-oil-contractor,odogwu oil contractor,"From malaysia to kaduna, odogwu's oil is known.",Male,hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; expression: none; strength: hustler; weakness: taking criticism ,b503bbfb-f972-4d4a-9352-e9dfe6671d36,6d71829b53c0304f804d0f50a0f409c3f1afb9bd76deed3100e7cfcd55d5e189
,268,simisola-the-kenteprincess,simisola the kenteprincess,Simisola rocks kente even in swim outfits.,Female,hair:brown; eyes: blue; teeth: none; clothing: multicolour yellow kente; expression: smiling; strength: patience; weakness: self-criticism,45843017-b421-4413-8e35-7a6ef073f2b9,aba89b2fdd56b59f6fc5f9acff405e68ba2e2f81bbfd8fdf83deec2d7778ead2
,269,mariam-beauty-queen,mariam beauty queen,Beauty is a fairy tale where mariam appears.,Female,hair:orange; eyes: grey; teeth: none; clothing: multicolour yellow kente; expression: straight face; strength: disciplined; weakness: inability to delegate,b7d96d97-84c2-485f-b60e-e4e86c4d3b34,290550ea1929195e6face2e5aa46ae8c053de54fa2f6f6f651bb3551ca006467
,270,obinna-the-musician,obinna the musician,Obinna might never be an a-list artist.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: red v-neck ankara; expression: none; strength: delegation; weakness: lack of experience,afdb0299-327c-46b2-9262-faf90f0fcd12,f89593a3c87189c74c8dd1272148c03b358f98a4fb51dabf3766f8ce6fa30021
,271,sandra-the-shybaby,sandra the shybaby,Sandra is a shy woman even at parties.,Female,hair:orange; eyes: blue; teeth: none; clothing: yellow off shoulder; expression: none; strength: friendly; weakness: shyness,bfed40a8-74f7-4ada-ae18-975130247efa,2847f952bbf1ed4abd541fb13cf229e8f2b281ac5b86b349b71f65d2014da58c
,272,chiamaka-the-dancer,chiamaka the dancer,Chiamaka dances so well and earned the guinness world record.,Female,hair:black; eyes: grey; teeth: none; clothing: yellow off shoulder; expression: none; strength: creativity; weakness: lack of confidence,43c49497-8d7b-42ef-bb29-769f6c3b0ada,25439e50cd30d3c1d7f545014bad2e95b345732139afbc4a6e850aa41c4985ab
,273,mensah-fashion-icon,mensah fashion icon,Mensah outfits are always giving us christopher hemsworth vibes.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: gold with kente; expression: none; strength: public speaking; weakness: lack of experience,87ada09b-38ac-475c-8d46-18680c2dc795,2637c3dac5be5ac28c87a954b34519bd84c299db13886b0eee2e66fd71bbb927
,274,lucy-the-fumigator,lucy the fumigator,Lucy is nicknamed the pest exterminator.,Female,hair:red; eyes: blue; teeth: none; clothing: multicolour ankara; expression: none; strength: determination; weakness: self-criticism,c7269d44-aab3-41e7-a54f-18a14f575a6b,c9a6c38e0a16b3934a2aefa6170e9ca97e80d09982fdf523ea47ebd809bde0f7
,275,nneka-wedding-planner,nneka wedding planner,Nneka plans the best weddings with great details.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: hard worker; weakness:analytical skills,31ac6b7a-e378-4dc3-999d-b9e8d8473f99,127b6d61df43c216d6fe993bf17e9b951100c49fc1e2ca935f12f756d0c810d8
,276,shakira-the-gangster,shakira the gangster,Shakira is the most feared criminal.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: gold and brown; expression: none; strength: intentional; weakness: rash in decision making,dbdc1351-aa07-46e2-935f-2db071b1b23d,7feca617da384e68e52d6b63016d1d0360831ca507226231c9abcc0477b30134
,277,lola-afropopping-princess,lola afropopping princess,Lola loves to lick lollipops like; she is everyones afropop queen.,Female,hair:brown afro; eyes: closed; teeth: none; clothing: black ankara; expression: none; strength: great communicator; weakness:writing,2f5cadae-e423-4478-8220-37b3ac144169,92627078d68f82eada6d3783c54865fd501f648ce0d8edb9f2c8726f8c94056f
,278,sharon-walking-dead,sharon walking dead,sharon cannot work under pressure; she is a soft babe.,Female,hair:dark brown; eyes: closed; teeth: open teeth; clothing: blue ankara; expression: loud; strength: people skills; weakness:empathy,1fc37341-7dd1-480c-a01b-a63bee0a2230,b0f3a0dd5b8a2db1eafcb603f0cba07409cd0b55f624dab28ac0bb34407a722a
,279,olivia-great-teacher,olivia great teacher,Students enjoys olivia's classes.,Female,hair:dark brown; eyes: closed; teeth: none; clothing: multicolour ankara; expression: none; strength: empathy; weakness: computer literacy ,cfc4419e-bd46-40f6-9654-632ac1138ff1,06910497d6f7601b43b3c178b547f0d730de43de89672f934bb7576f60d2085f
,280,nicole-sleep-warrior,nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; expression: none; strength: leadership; weakness: initiative ,710ae821-4603-4124-bd60-a33b515b3b8d,514aca033c1420204c54bcfd57d3bcbac3a7578d90d55e6b24639c94c4df9461
TEAM HYDRAULICS,281,busola-the-shakara,busola the shakara,She is a fashion icon that loves luxurious items.,Female,hair: brown eyes: shades teeth: closed clothing: yellow and blue ankara accessories: shades expression: passive strength: confident weakness: over-spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,812d233914545e6cba32de09779d9f6346861afbd0a27e05e78db84e4a4a627b
,282,bella-the-artist,bella the artist,A lady that host a fashion week show,Female,hair: blond eyes: shades teeth: closed clothing: black and yellow ankara accessories: shades expression: straight-face strength: creativity weakness: perfectionist,48772412-dacb-4984-9e82-8d24fe101265,4812b3ddb572a43672864078034528265cdc8098c202a9236724894cd73ef2d3
,283,queen-the-extrovert,queen the extrovert,A woman who enjoys being high all the time,Female,hair: brown eyes: shades teeth: closed clothing: multi-colored ankara accessories: shades; smoking pipe expression: sassy strength: self-assured weakness: conceited,1712532a-20d9-4ccb-8582-bffd76c9fb67,25bc327617bd933dfafbcb41f67c288f13749c68a1b0363199cd01b25c7885b3
,284,mary-toxic-lady,mary toxic lady,A lady who is toxic around people,Female,hair: two buns eyes: shades teeth: white clothing: animal prints accessories: shades expression: angry strength: bully weakness: insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,7aba7cbe6aafe7b4a3106d8ee9a07f91d79a03da8124ec7aff1747727aff1a6f
,285,elizabeth-the-richkid,elizabeth the richkid,A university undergraduate from a rich background,Male,hair: blond eyes: shades teeth: closed clothing: blacktop accessories: shades expression: straight-face strength: wealth weakness: lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,8e8afe3fbea39ffb48280cc2dbd35060de96303f2fdb06b922f7d364ea670bbf
,286,larry-the-westerner,larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,hair: covered eyes: white teeth: closed clothing: purple and yellow agbada accessories: cap; smoking pipe expression: passive strength: likes to be in control weakness: lazy,d4984fa6-dabf-409f-839f-76742ec71500,7b3e4ce0d7068d74e92eee1bbae1ff26601c3956c93d4ae9452bdffd294f8ba5
,287,danjuma-the-shocked,danjuma the shocked,A pensioneer who got told his bank is on distress,Male,hair: covered eyes: white teeth: white clothing: wrapper across one shoulder accessories: cap expression: shocked strength: hard-worker weakness: shyness,0187ca7f-f3b1-42ae-9e17-c46d58617608,da293a950ecc3e4f237b2894218e99116cf5fe2428ba0e0e4a5848cdbe7e4e0f
,288,yomi-the-fashionista,yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,hair: covered eyes: white teeth: white clothing: wrapper across one shoulder accessories: cap expression: shocked strength: hard-worker weakness: lack of wealth,16d256ba-dc4e-4559-ae41-59779f351ad3,1dc875ed23574162d061acc8a1727865a3ecac1e7c8c3a7214ffa961ae862a0d
,289,ibu-the-importer,ibu the importer,A rich man who steps on people's toes,Male,hair: covered eyes: light blue teeth: white and a gold tooth clothing: isi-agu accessories: cap expression: straight-face strength: wealth weakness: irrational,d3edc876-3f2f-4699-a376-0787bb06c5d5,4bd6566b2ae376eabbf8b0a9096e14268448ed2499fb4ff31182a52734554e8e
,290,massa-the-ghanian,massa the ghanian,A rich trader who loves giving back to the community,Male,hair: covered eyes: closed teeth: white clothing: akan accessories: cap expression: happy strength: wealth weakness: irrational,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,e22cf1718e837daefddec7a0fd19ae590f9d3d594d911fb4ef162b87569a03cd
,291,james-the-musician,james the musician,A Nigerian based musician who host shows,Male,hair: brown; eyes: closed; teeth: white; clothing: akan; accessories: none; expression: happy; strength: good voice; weakness: womanizer,0d4ad447-3836-47cd-8387-066b200cda01,1aaa00f67f08cd270e3813879bd0775acf6a2a505974a47546ecdcdab9198368
,292,gbenga-titled-man,gbenga titled man,A chief who is very ambitious in his pursuits for fame,Male,hair: covered; eyes: light blue; teeth: white with a gold tooth; clothing: akan; accessories: none; expression: emotional; strength: friendly; weakness: deceitful,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,745b11b425ec87ad4d405f4d2bf1d96d814c7061559e3563b8447c9b26ef6996
,293,abaga-the-rapper,abaga the rapper,A flashy millionaire and a music rapper,Male,hair: covered;eyes: closed; teeth: white; clothing: dongri and yellow t-shirt; accessories: cap; expression: happy; strength: wealth; weakness: recklessness,c428411c-5a06-4b74-bd17-e53b76f9fc6c,64bcd0e7e32fab64d877840967c2aac00c0f6aaa65167031f12d0a12c3a3ec7a
,294,izuchukwu-the-fisherman,izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,hair: covered; eyes: closed; teeth: white with a gap tooth; clothing: green shirt; accessories: cap; expression: dozzy; strength: great body-build; weakness: drunkard,15e1caf2-06b3-45d8-9b35-f95965b64e34,50f588230235c0c757ff0f587323fc6b525d493a958d1aa8f47ef773618578dd
,295,mark-the-philanthropist,mark the philanthropist,A London based philantropist.,Male,hair: brown; eyes: white; teeth: closed; clothing: white and blue shirt; accessories: none; expression: irritated; strength: philanthropist; weakness: anger issues,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,a8ee5a6c5fc75bf766fba709568ed7c5e3094535ff9ce78b277ba692a2d87b2e
,296,desmond-the-politician,desmond the politician,A young politician who just became a minister,Male,hair: covered; eyes: grey; teeth: closed; clothing: yellow and purple agbada; accessories: ila; expression: smirk; strength: team player; weakness: deceitful,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,38691ba22b43392fc140c3599126cce52d01105f017ddb2b4962788469df8335
,297,okoro-the-bachelor,okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,hair: covered; eyes: grey; teeth: white and a gold tooth; clothing: wrapper across one shoulder; accessories: cap; expression: pretense; strength: motivated; weakness: poor,e441439d-49a3-41eb-bf9d-3c7f98c268bf,947ef0414d66ce471097c4d6204301df2dd6873660ffbfda9ec45c0bd7861ce6
,298,saro-the-clothemaker,saro the clothemaker,The yoruba man that stole the king's wife.,Male,hair: covered; eyes: grey; teeth: white; clothing: red and yellow agbada; accessories: cap; expression: straight face; strength: good-looking; weakness: womanizer,7e10af4e-1252-4f96-83a8-78411e152bae,41f9d96aeb9e3583100291956de762810fc96b56c480ef03168a6c6fe8e43a30
,299,kalu-the-ichie,kalu the ichie,A man of wealth with afluence spreading all over the east,Male,hair: covered; eyes: sky-blue; teeth: white; clothing: orange plain and pattern shirt; accessories: cap; expression: happy; strength: wealth; weakness: pride,482ab247-73a4-4ff8-9172-732f3d0729b8,918112b422218c8fa47cf014ccc6a57af38b33e7ec20f5b2518cf44ca22fe656
,300,tamuno-the-prince,tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,hair: covered; eyes: sky-blue; teeth: closed; clothing: akan;  accessories: cap; expression: straight-face; strength: caring; weakness: easily deceived,108447d1-f2d5-4816-8ebb-599286c3fabf,ea855bc0f37e0a88229014101270c11b4e9542dfbdaecf1c59ca06a45f253691
TEAM SCALE,301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,hair: dark red; eyes: blue; teeth:none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ,587645e2-5ace-11ed-9b6a-0242ac120002,f0370da86bd153ce85cb125db0476aca7253a4e48bf3aa5bf6dee295f53f1fc3
,302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ,58764862-5ace-11ed-9b6a-0242ac120002,73470147811968f01605907eabaa291a95cdd11083403ab9d852c31a9539904b
,303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: smoking pipe; expression: high; strength: none; weakness: none ,58764a2e-5ace-11ed-9b6a-0242ac120002,5d4b7ab0a59a75bf051d6dc097bbd968aadafe0c4d80f7c8b5b1963c64dc480c
,304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,hair: pink; eyes: blue; teeth: white teeth; clothing: yellow ankara; accessories: none; expression: angry; strength: none; weakness: none ,58764b78-5ace-11ed-9b6a-0242ac120002,d48b431078d69a93e65b1ac92e49d6aaed118d7445ef621519a2b270dbe72c7c
,305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,hair: brown; eyes: blue; teeth: none; clothing: ankara designed with yellow red and green; accessories: none; expression: tired; strength: none; weakness: none ,58764d8a-5ace-11ed-9b6a-0242ac120002,3ae8a18fd3dbcebc9dbb22586740c50571d6533ec4115ad86289332497a5881f
,306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,hair: black; eyes: blue; teeth: none; clothing: wolf skin ankara; accessories: headgear; expression: shocked; strength: none; weakness: none ,58764ea2-5ace-11ed-9b6a-0242ac120002,fd4001d7911efb08f66d16de48c9df222ca2ecf7958558dffa744e2781ec00a3
,307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,hair: red; eyes: covered eyes; teeth: none; clothing: black ankara with bright design; accessories: none; expression: calm; strength: none; weakness: none ,58764fd8-5ace-11ed-9b6a-0242ac120002,579f3609e2f1fd52cfad7444613fedc29f1314bab13679d437184fffffa1cf88
,308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique decorations for her mansion in Idi-Iroko.,Female,hair: purple hair; eyes: covered eyes; teeth: none; clothing: blue one-armed dress; accessories: none; expression: happy; strength: none; weakness: none ,5876542e-5ace-11ed-9b6a-0242ac120002,a623bb9dcd96dcc1f46674decd53f9f39295dd63c57d7697326c966fe65ceb0d
,309,asante-the -warrior,asante the warrior,Asante came from a long line of warriors in Ghana.,Female,hair: pink braids; eyes: covered eyes; teeth: none; clothing: one-armed brightly colored dress; accessories: none; expression: calm; strength: none; weakness: none ,58765578-5ace-11ed-9b6a-0242ac120002,6af1878fbd86de297704735fe9deb8913601ce139cc48a9065b3e6527c945ddc
,310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day.,Female,hair: pink; eyes: covered eyes; teeth: none; clothing: multi colored ankara; accessories: none; expression:calm; strength: none; weakness: none,5876569a-5ace-11ed-9b6a-0242ac120002,c26908b7113b317baddae021c4811bff8070f8e8357e39d15242589105168649
,311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,hair: dark brown; eyes: brown eyes; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ,587657a8-5ace-11ed-9b6a-0242ac120002,7cd4de4e2bb7244c7f2f1dda8a0ac80fd9b76a480610ecedb0e2fc188ed1e9e9
,312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block.,Female,hair: pink; eyes: brown; teeth: none; clothing: multi-colored ankara; accessories: smoking pipe; expression: strong; strength: none; weakness: none ,587658ca-5ace-11ed-9b6a-0242ac120002,6e1266ba9ec65ac5d415a1d7bf0daa7025583cd90db672eb8744aab773747e50
,313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,hair: brown; eyes: brown; teeth :none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ,58765adc-5ace-11ed-9b6a-0242ac120002,f77fffd9fdfeb65c13b96ade455820251f6f424dc4a9d3ee1ad40d3597050862
,314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts.,Female,hair: brown; eyes: brown; teeth: none; clothing: yellow ankara; accessories: none; expression: calm; strength: none; weakness: none ,58765bea-5ace-11ed-9b6a-0242ac120002,d7dc029550c83f395765807dee03e54800e22177c464b2cb8be8b1662cb8a1d2
,315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum.,Female,hair: pink; eyes: brown eyes; teeth: white teeth; clothing: yellow green and red ankara; accessories: none; expression: furious; strength: none; weakness: none ,58765d02-5ace-11ed-9b6a-0242ac120002,8854b69865d5d01dc3913176f63cdea6a52703c64a1f5d006fc3ba6a8226cb5a
,316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation.,Female,hair: grey; eyes: covered eyes; teeth: none; clothing: black ankara with bright designs; accessories: yellow glasses; expression: hip; strength: none; weakness: none ,58765e24-5ace-11ed-9b6a-0242ac120002,c420c5f713eedc8a84664b739670f30a8b908ff3d51ab88be88f0642220fce78
,317,janet -is always -found singing ,janet the singer,Janet is always found singing in whatever activity she’s doing.,Female,hair: purple; eyes: covered eyes; teeth: none; clothing: yellow and blue ankara; accessories: yellow glasses; expression: cool; strength: none; weakness: none ,cef902bc-5afc-11ed-9b6a-0242ac120002,f1a4a7c1dbf6002ecef6fb88eb1d9fdb5c4c328cab5c1b81c58784883dff6e99
,318,emi-the-reggae-girl,emi the reggae girl,EMi is a beautiful dancer; she rules the reggae world.,Female,hair:pink braids; eyes: covered eyes; teeth: none; clothing: multicolored ankara; accessories: yellow glasses; expression: happy; strength: none; weakness: none ,cef9060e-5afc-11ed-9b6a-0242ac120002,dcb9fd959bf32a340ee33b34406b26de9af21a7de83bf1dd82f373b392cda3e5
,319,aisha-love-the-life-of-the-party,aisha love the life of the party,Aisha always party during the weekend.,Female,hair: red; eyes: covered eyes; teeth: none; clothing: wolf skin ankara; accessories: yellow glasses; expression: hip; strength: none; weakness: none ,cef907a8-5afc-11ed-9b6a-0242ac120002,9ff6db462caf6ab8623023e02d3c97dc7ec779cf2c72b0ad5c5acb16274f8ef3
,320,amaka-the-tailor,amaka the tailor,She sews the most beautiful dress in the hood.,Female,hair:grey; eyes: covered eyes; teeth: none; clothing: black dress; accessories: yellow glasses; expression: happy; strength: none; weakness: none ,cef9091a-5afc-11ed-9b6a-0242ac120002,e1dc35969dee691bc5932f9837f8a6b29422ead87ba5c3fed4d79894b58947d1
TEAM SANDPAPER,321,omunyinyi-the-stoic,omunyinyi the stoic,omunyinyi wears a Kitenge coat,Male,hair: bald eyes: tearyteeth: noneskin: brownskinclothing: checked ankara accessories: none expression: teary strength: powerful weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,9a42a1822cbc56c213cc2fa751e16bf36d9ffeffd9dab92e246121a9904e2dd3
,322,kamau-the-sleeper,kamau the sleeper,closed eyes meditating,Male,hair: blad eyes: closed teeth:  noneskin: brownskin clothing: black ankara accessories: none expression: flat strength: open to suggestion weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,0c7c6f6a6a8ce72012ce7f51f9cf1100f675b246c95d9a56f7ae7906d8fa4a04
,323,mutiso-the-lastborn,mutiso the lastborn,masked up mutiso dozing off,Male,hair:bald;; eyes: closed teeth: none skin: brownskin clothing: yellow ankara accessories: none  expression: tired strength: consistency weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200,40e8777a6ff25df985b606a9079f4a915c5360892758f434af9a497daeb19b33
,324,omondi-the-vegeterian,omondi the vegeterian,omondi wears a green coat,Male,hair:bald; eyes: sharp eyed teeth: none skin: brownskin clothing: green ankara accessories: none expression: alert strength: leader weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,07aae3f135b29a09b178dcd16d1bedc4d3aa87e0ffb8aa65266ab8a6a4c22cd0
,325,barasa-the-optimist,barasa the optimist,looks up to the sky and makes a wish,Male,hair: bald; eyes: blue teeth: none skin: dark skin clothing: brown ankara accessories:none expression: awake strength: strong willed weakness: immoral,2da4bef4-38cc-4414-99ad-7361fac04b2b,cbcc14802a0fd82648042656b608490ee6bbac0e790c581c8e780d6e33ee60e3
